user_id,item_id,actual_rating,predicted_rating,RMSE
1,1,5,3.0,2.0
1,2,3,3.0,0.0
1,3,4,3.0,1.0
1,4,3,3.0,0.0
1,6,5,4.0,1.0
1,7,4,4.0,0.0
1,8,1,3.0,2.0
1,9,5,3.0,2.0
1,10,3,3.0,0.0
1,11,2,3.0,1.0
1,12,5,4.0,1.0
1,13,5,3.0,2.0
1,14,5,3.0,2.0
1,15,5,3.0,2.0
1,16,5,4.0,1.0
1,17,3,2.0,1.0
1,19,5,3.0,2.0
1,22,4,3.0,1.0
1,23,4,4.0,0.0
1,24,3,4.0,1.0
1,25,4,2.0,2.0
1,27,2,4.0,2.0
1,28,4,4.0,0.0
1,29,1,3.0,2.0
1,30,3,4.0,1.0
1,31,3,3.0,0.0
1,32,5,4.0,1.0
1,38,3,3.0,0.0
1,39,4,3.0,1.0
1,40,3,2.0,1.0
1,41,2,4.0,2.0
1,42,5,4.0,1.0
1,45,5,3.0,2.0
1,46,4,4.0,0.0
1,47,4,4.0,0.0
1,48,5,4.0,1.0
1,49,3,2.0,1.0
1,50,5,4.0,1.0
1,51,4,2.0,2.0
1,52,4,3.0,1.0
1,53,3,3.0,0.0
1,54,3,4.0,1.0
1,55,5,3.0,2.0
1,56,4,4.0,0.0
1,58,4,3.0,1.0
1,59,5,5.0,0.0
1,60,5,3.0,2.0
1,61,4,3.0,1.0
1,62,3,3.0,0.0
1,64,5,4.0,1.0
1,65,4,3.0,1.0
1,66,4,4.0,0.0
1,67,3,2.0,1.0
1,68,4,4.0,0.0
1,69,3,3.0,0.0
1,70,3,4.0,1.0
1,71,3,4.0,1.0
1,72,4,2.0,2.0
1,73,3,3.0,0.0
1,76,4,4.0,0.0
1,77,4,2.0,2.0
1,78,1,2.0,1.0
1,79,4,4.0,0.0
1,80,4,2.0,2.0
1,81,5,3.0,2.0
1,82,5,3.0,2.0
1,83,3,3.0,0.0
1,86,5,4.0,1.0
1,87,5,3.0,2.0
1,88,4,2.0,2.0
1,89,5,4.0,1.0
1,91,5,3.0,2.0
1,92,3,3.0,0.0
1,93,5,4.0,1.0
1,94,2,2.0,0.0
1,95,4,3.0,1.0
1,96,5,3.0,2.0
1,97,3,3.0,0.0
1,98,4,4.0,0.0
1,99,3,3.0,0.0
1,100,5,4.0,1.0
1,101,2,4.0,2.0
1,102,2,3.0,1.0
1,109,5,2.0,3.0
1,111,5,4.0,1.0
1,114,5,3.0,2.0
1,116,3,4.0,1.0
1,117,3,3.0,0.0
1,118,3,3.0,0.0
1,121,4,3.0,1.0
1,122,3,1.0,2.0
1,124,5,3.0,2.0
1,125,3,4.0,1.0
1,126,2,4.0,2.0
1,127,5,4.0,1.0
1,129,5,3.0,2.0
1,130,3,2.0,1.0
1,131,1,4.0,3.0
1,132,4,3.0,1.0
1,133,4,4.0,0.0
1,134,4,4.0,0.0
1,135,4,4.0,0.0
1,136,3,3.0,0.0
1,137,5,4.0,1.0
1,139,3,2.0,1.0
1,141,3,2.0,1.0
1,142,2,3.0,1.0
1,143,1,2.0,1.0
1,144,4,3.0,1.0
1,147,3,1.0,2.0
1,150,5,4.0,1.0
1,151,4,3.0,1.0
1,152,5,2.0,3.0
1,153,3,3.0,0.0
1,154,5,4.0,1.0
1,155,2,2.0,0.0
1,156,4,4.0,0.0
1,157,4,4.0,0.0
1,159,3,1.0,2.0
1,160,4,3.0,1.0
1,161,4,4.0,0.0
1,162,4,3.0,1.0
1,163,4,3.0,1.0
1,164,3,3.0,0.0
1,167,2,3.0,1.0
1,168,5,3.0,2.0
1,170,5,4.0,1.0
1,171,5,4.0,1.0
1,172,5,4.0,1.0
1,173,5,4.0,1.0
1,174,5,4.0,1.0
1,175,5,4.0,1.0
1,176,5,3.0,2.0
1,177,5,3.0,2.0
1,178,5,4.0,1.0
1,179,3,4.0,1.0
1,180,3,4.0,1.0
1,181,5,3.0,2.0
1,182,4,4.0,0.0
1,183,5,3.0,2.0
1,184,4,3.0,1.0
1,185,4,4.0,0.0
1,186,4,3.0,1.0
1,187,4,4.0,0.0
1,188,3,3.0,0.0
1,191,5,4.0,1.0
1,192,4,5.0,1.0
1,193,4,3.0,1.0
1,194,4,4.0,0.0
1,195,5,4.0,1.0
1,196,5,4.0,1.0
1,197,5,4.0,1.0
1,198,5,4.0,1.0
1,199,4,4.0,0.0
1,200,3,4.0,1.0
1,201,3,3.0,0.0
1,202,5,3.0,2.0
1,203,4,3.0,1.0
1,204,5,3.0,2.0
1,205,3,4.0,1.0
1,206,4,3.0,1.0
1,207,5,4.0,1.0
1,208,5,4.0,1.0
1,209,4,4.0,0.0
1,210,4,4.0,0.0
1,211,3,3.0,0.0
1,212,4,3.0,1.0
1,213,2,4.0,2.0
1,214,4,3.0,1.0
1,215,3,3.0,0.0
1,216,5,3.0,2.0
1,217,3,3.0,0.0
1,218,3,3.0,0.0
1,219,1,2.0,1.0
1,221,5,4.0,1.0
1,222,4,3.0,1.0
1,223,5,4.0,1.0
1,224,5,4.0,1.0
1,226,3,2.0,1.0
1,227,4,2.0,2.0
1,228,5,3.0,2.0
1,229,4,2.0,2.0
1,230,4,3.0,1.0
1,231,1,2.0,1.0
1,232,3,3.0,0.0
1,233,2,3.0,1.0
1,234,4,3.0,1.0
1,235,5,3.0,2.0
1,237,2,3.0,1.0
1,238,4,4.0,0.0
1,239,4,3.0,1.0
1,240,3,1.0,2.0
1,241,4,2.0,2.0
1,242,5,4.0,1.0
1,243,1,2.0,1.0
1,245,2,2.0,0.0
1,248,4,4.0,0.0
1,249,4,2.0,2.0
1,250,4,4.0,0.0
1,251,4,5.0,1.0
1,252,2,2.0,0.0
1,254,1,4.0,3.0
1,257,4,4.0,0.0
1,258,5,2.0,3.0
1,259,1,2.0,1.0
1,260,1,3.0,2.0
1,264,2,2.0,0.0
1,265,4,3.0,1.0
1,266,1,2.0,1.0
1,268,5,3.0,2.0
1,269,5,3.0,2.0
1,270,5,4.0,1.0
1,271,2,2.0,0.0
2,1,4,3.0,1.0
2,10,2,4.0,2.0
2,13,4,4.0,0.0
2,14,4,5.0,1.0
2,25,4,3.0,1.0
2,50,5,4.0,1.0
2,100,5,4.0,1.0
2,111,4,4.0,0.0
2,127,5,4.0,1.0
2,237,4,4.0,0.0
2,242,5,5.0,0.0
2,255,4,4.0,0.0
2,257,4,3.0,1.0
2,258,3,4.0,1.0
2,269,4,3.0,1.0
2,272,5,4.0,1.0
2,273,4,3.0,1.0
2,274,3,3.0,0.0
2,276,4,4.0,0.0
2,280,3,2.0,1.0
2,281,3,3.0,0.0
2,282,4,4.0,0.0
2,284,4,2.0,2.0
2,286,4,3.0,1.0
2,288,3,4.0,1.0
2,289,3,4.0,1.0
2,290,3,3.0,0.0
2,291,3,3.0,0.0
2,292,4,4.0,0.0
2,293,4,4.0,0.0
2,294,1,4.0,3.0
2,295,4,3.0,1.0
2,297,4,5.0,1.0
2,298,3,3.0,0.0
2,299,4,3.0,1.0
2,300,4,4.0,0.0
2,301,4,5.0,1.0
2,302,5,4.0,1.0
2,303,4,4.0,0.0
2,304,4,4.0,0.0
2,305,3,5.0,2.0
2,306,4,5.0,1.0
2,307,3,3.0,0.0
2,310,4,3.0,1.0
2,312,3,3.0,0.0
2,313,5,3.0,2.0
2,315,1,4.0,3.0
2,316,5,4.0,1.0
3,181,4,4.0,0.0
3,245,1,3.0,2.0
3,258,2,4.0,2.0
3,260,4,3.0,1.0
3,268,3,3.0,0.0
3,272,2,4.0,2.0
3,288,2,4.0,2.0
3,294,2,3.0,1.0
3,299,3,3.0,0.0
3,300,2,3.0,1.0
3,302,2,5.0,3.0
3,303,3,4.0,1.0
3,307,3,3.0,0.0
3,318,4,4.0,0.0
3,321,5,4.0,1.0
3,322,3,1.0,2.0
3,323,2,2.0,0.0
3,324,2,3.0,1.0
3,325,1,3.0,2.0
3,326,2,3.0,1.0
3,327,4,2.0,2.0
3,328,5,5.0,0.0
3,332,1,3.0,2.0
3,333,2,3.0,1.0
3,334,3,3.0,0.0
3,338,2,4.0,2.0
3,339,3,4.0,1.0
3,340,5,3.0,2.0
3,342,4,2.0,2.0
3,343,3,3.0,0.0
3,345,3,4.0,1.0
3,346,5,3.0,2.0
3,347,5,4.0,1.0
4,11,4,2.0,2.0
4,50,5,4.0,1.0
4,210,3,3.0,0.0
4,258,5,2.0,3.0
4,260,4,4.0,0.0
4,264,3,3.0,0.0
4,271,4,3.0,1.0
4,288,4,2.0,2.0
4,294,5,1.0,4.0
4,300,5,3.0,2.0
4,301,5,2.0,3.0
4,303,5,3.0,2.0
4,324,5,3.0,2.0
4,327,5,2.0,3.0
4,328,3,3.0,0.0
4,354,5,4.0,1.0
4,357,4,4.0,0.0
4,359,5,3.0,2.0
4,362,5,4.0,1.0
5,1,4,4.0,0.0
5,24,4,4.0,0.0
5,25,3,5.0,2.0
5,50,4,5.0,1.0
5,79,3,5.0,2.0
5,95,4,4.0,0.0
5,98,3,5.0,2.0
5,99,3,5.0,2.0
5,100,5,4.0,1.0
5,121,4,4.0,0.0
5,135,4,3.0,1.0
5,151,3,5.0,2.0
5,163,5,4.0,1.0
5,172,5,5.0,0.0
5,173,4,3.0,1.0
5,174,5,5.0,0.0
5,176,3,3.0,0.0
5,181,5,3.0,2.0
5,183,4,3.0,1.0
5,200,2,4.0,2.0
5,204,4,4.0,0.0
5,209,5,4.0,1.0
5,210,3,4.0,1.0
5,216,1,4.0,3.0
5,222,4,4.0,0.0
5,234,2,4.0,2.0
5,235,4,2.0,2.0
5,239,4,2.0,2.0
5,250,3,3.0,0.0
5,257,5,4.0,1.0
5,259,1,3.0,2.0
5,267,4,4.0,0.0
5,405,3,4.0,1.0
5,408,5,4.0,1.0
5,414,3,4.0,1.0
5,423,4,5.0,1.0
5,425,2,5.0,3.0
5,427,3,5.0,2.0
5,432,4,5.0,1.0
5,435,4,5.0,1.0
6,1,4,3.0,1.0
6,7,2,3.0,1.0
6,8,4,4.0,0.0
6,9,4,3.0,1.0
6,12,4,4.0,0.0
6,13,2,4.0,2.0
6,14,5,4.0,1.0
6,15,3,4.0,1.0
6,19,4,4.0,0.0
6,22,3,4.0,1.0
6,23,4,4.0,0.0
6,28,2,4.0,2.0
6,47,3,5.0,2.0
6,50,4,4.0,0.0
6,56,4,5.0,1.0
6,59,5,5.0,0.0
6,64,4,5.0,1.0
6,69,3,4.0,1.0
6,70,3,3.0,0.0
6,71,4,4.0,0.0
6,79,3,4.0,1.0
6,86,3,5.0,2.0
6,87,4,4.0,0.0
6,89,4,4.0,0.0
6,95,2,4.0,2.0
6,98,5,5.0,0.0
6,100,5,3.0,2.0
6,111,2,4.0,2.0
6,117,2,3.0,1.0
6,124,5,4.0,1.0
6,125,3,4.0,1.0
6,127,5,4.0,1.0
6,131,5,5.0,0.0
6,132,5,5.0,0.0
6,133,4,5.0,1.0
6,134,5,4.0,1.0
6,135,5,4.0,1.0
6,136,5,5.0,0.0
6,137,5,4.0,1.0
6,143,2,5.0,3.0
6,151,3,3.0,0.0
6,153,4,4.0,0.0
6,156,3,5.0,2.0
6,165,5,5.0,0.0
6,166,4,5.0,1.0
6,168,4,5.0,1.0
6,170,4,4.0,0.0
6,173,5,4.0,1.0
6,174,4,4.0,0.0
6,175,4,3.0,1.0
6,177,4,5.0,1.0
6,178,4,5.0,1.0
6,180,4,4.0,0.0
6,182,4,5.0,1.0
6,183,4,4.0,0.0
6,185,5,4.0,1.0
6,186,4,4.0,0.0
6,187,4,4.0,0.0
6,191,4,4.0,0.0
6,192,4,4.0,0.0
6,193,3,4.0,1.0
6,194,4,4.0,0.0
6,195,4,5.0,1.0
6,197,5,4.0,1.0
6,199,4,5.0,1.0
6,200,3,3.0,0.0
6,202,3,4.0,1.0
6,203,3,3.0,0.0
6,204,3,4.0,1.0
6,205,3,3.0,0.0
6,208,4,3.0,1.0
6,209,4,5.0,1.0
6,211,5,5.0,0.0
6,213,4,4.0,0.0
6,216,5,4.0,1.0
6,223,4,4.0,0.0
6,237,2,4.0,2.0
6,238,5,3.0,2.0
6,242,4,4.0,0.0
6,246,3,4.0,1.0
6,248,3,4.0,1.0
6,257,2,3.0,1.0
6,258,2,4.0,2.0
6,259,1,1.0,0.0
6,261,3,5.0,2.0
6,268,3,3.0,0.0
6,269,4,3.0,1.0
6,272,4,4.0,0.0
6,274,4,4.0,0.0
6,275,4,4.0,0.0
6,276,2,5.0,3.0
6,284,2,3.0,1.0
6,285,3,4.0,1.0
6,286,2,4.0,2.0
6,293,3,4.0,1.0
6,294,2,3.0,1.0
6,297,3,4.0,1.0
6,298,3,4.0,1.0
6,301,2,4.0,2.0
6,302,4,4.0,0.0
6,303,3,3.0,0.0
6,304,4,2.0,2.0
6,306,4,4.0,0.0
6,310,2,4.0,2.0
6,318,4,5.0,1.0
6,321,3,4.0,1.0
6,340,2,3.0,1.0
6,357,4,5.0,1.0
6,367,2,4.0,2.0
6,405,1,3.0,2.0
6,410,4,4.0,0.0
6,423,3,3.0,0.0
6,427,4,4.0,0.0
6,432,4,5.0,1.0
6,435,4,4.0,0.0
6,458,1,4.0,3.0
6,459,2,5.0,3.0
6,461,4,4.0,0.0
6,462,5,4.0,1.0
6,465,1,3.0,2.0
6,466,4,4.0,0.0
6,469,5,4.0,1.0
6,471,2,4.0,2.0
6,473,2,3.0,1.0
6,474,5,3.0,2.0
6,475,5,4.0,1.0
6,476,1,4.0,3.0
6,478,4,5.0,1.0
6,483,5,5.0,0.0
6,484,5,4.0,1.0
6,485,5,5.0,0.0
6,486,4,4.0,0.0
6,488,5,5.0,0.0
6,490,5,4.0,1.0
6,494,4,3.0,1.0
6,495,4,5.0,1.0
6,496,4,4.0,0.0
6,498,4,4.0,0.0
6,499,4,5.0,1.0
6,504,3,4.0,1.0
6,505,4,3.0,1.0
6,507,4,4.0,0.0
6,508,3,4.0,1.0
6,509,4,4.0,0.0
6,514,5,4.0,1.0
6,516,4,5.0,1.0
6,517,4,3.0,1.0
6,518,3,4.0,1.0
6,519,5,5.0,0.0
6,521,4,4.0,0.0
6,523,5,4.0,1.0
6,525,5,4.0,1.0
6,526,3,3.0,0.0
6,527,4,4.0,0.0
6,528,4,4.0,0.0
6,529,4,3.0,1.0
6,531,4,4.0,0.0
6,538,2,2.0,0.0
7,4,5,4.0,1.0
7,7,5,4.0,1.0
7,8,5,4.0,1.0
7,9,5,4.0,1.0
7,10,4,3.0,1.0
